item_id,units_sold,revenue,sale_date,dataset_name,dq_failure_reason,quarantine_timestamp
I307726,1367,1.4937578373E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I309636,1103,2.474809302E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I319477,1289,1.5670044725E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I331635,338,9537107.46,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I344620,1253,4.955444541E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I351953,1956,1.995340945E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I369195,1703,2.4856209394E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I375792,565,7.828303579E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I332395,791,1.913940185E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I377265,546,7.213373605E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I383887,1349,1.2372333517E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I392081,1016,1.864162918E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I402844,1171,1.6833798621E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I410501,1621,2.1899433206E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I413044,549,6484494.58,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I414721,1849,1.494119972E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I421044,1661,1.1318597193E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I424666,951,1.3220087014E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I426271,1627,7.819159549E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I430319,1467,1.3416661322E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I442614,232,2.550772724E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I447631,269,3.888601305E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I464439,796,8.839253501E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I487747,1507,9.345416153E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I491543,781,4.03066763E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I495532,1174,2.64688432E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I495791,761,0.0,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I497341,1066,1.0762007581E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I502755,280,1.111522679E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I503658,1377,2.0197541626E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I504741,969,5.229656197E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I514454,776,1.1007935582E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I525924,699,6.111054118E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I526580,784,6.27208432E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I529565,1431,2.58754666E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I537409,1609,7.797588501E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I547123,845,1.1918059825E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I550009,1284,1.2351252707E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I553968,1669,2.1340643878E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I556855,1038,4.724610111E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I292770,976,3.017082895E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I301778,659,1.737323543E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I316752,1549,3.325327311E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I319552,1878,1.2479309091E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I361405,1815,1.226247981E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I361915,1408,1.4640620282E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I365459,1818,2.929965862E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I376282,111,5520892.66,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I325535,954,1.2380438378E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I355441,645,6.563864682E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I357781,994,8.066064184E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I363857,1360,1.3979119801E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I367808,1510,1.0846985841E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I383130,568,5.00899423E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I384238,323,3.198970994E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I389923,1668,1.6602104309E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I390789,94,6706628.49,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I401947,1278,1.5113164323E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I408070,1866,2.7913534935E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I416172,266,1.353936958E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I418293,576,7.294528005E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I421075,1032,1.366881584E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I423001,740,9796813.4,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I424809,1640,0.0,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I427321,1513,7.174912527E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I434355,114,1.069550086E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I438016,875,5.814139862E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I440567,255,3480712.02,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I440659,1291,1.737829505E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I442586,1706,1.9017998361E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I447084,112,1.496489988E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I453830,1124,1.4144890154E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I457719,741,2.930380694E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I462751,723,7.203070447E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I463221,1914,1.335142428E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I466305,596,4.162104037E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I473817,137,2.036628596E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I477397,379,8876839.67,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I492295,1974,2.8820837069E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I497148,1302,5.108850817E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I502306,1452,1.788616392E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I505387,1255,5.681237511E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I506396,439,6.3371585E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I516588,1741,1.873926658E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I520956,1345,1.0682792392E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I526638,1277,4.119470667E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I529246,955,1.3968234645E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I535240,1685,2.2535588206E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I535888,1951,2.161822301E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I561225,1330,1.925531951E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I568235,1094,4.729230051E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I296651,1813,2.1332060738E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I299641,483,4.072021992E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I308917,1784,9.508842656E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I317867,1138,1.059350835E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I325975,784,8.605154212E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I330544,1237,1.8457703683E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I335814,1308,3.475113773E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I339305,693,8.569864154E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I351865,1967,2.2824355534E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I352964,1855,1.8713065956E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I353876,1980,2.2125219654E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I363560,988,8.555489263E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I365996,898,1.2889166944E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I366788,1773,2.4286707242E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I315155,760,6477469.29,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I327138,1982,2.4980791191E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I329257,1505,2.2245679636E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I356816,1987,2.879914117E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I383833,1543,1.0016739266E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I385036,825,8.741139342E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I385558,466,0.0,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I389232,363,8940942.18,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I390188,1120,1.2835855226E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I390991,788,9000308.39,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I399533,1864,1.0678724906E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I414620,1513,1.0461413938E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I416371,1856,2.4985658887E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I416773,288,1.237929048E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I418114,1108,1.5436755802E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I418839,1781,1.2324472019E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I426520,1428,2.0948562713E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I427738,1056,1.439765809E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I438995,1870,2.2346797676E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I459623,1697,1.7649771821E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I464359,722,5.526969533E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I464419,825,3.431104273E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I472430,217,7311082.36,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I474434,109,1.184432922E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I475918,340,1.50572256E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I478174,843,5.919503131E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I480220,1776,0.0,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I481367,466,5.580359605E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I482085,1059,4.454010401E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I484762,1426,9.282037702E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I490779,1455,2.018417157E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I491353,701,402543.37,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I492834,1743,8619259.13,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I503170,1343,1.683194841E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I504054,1471,0.0,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I512616,354,2.903036247E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I529322,1973,1.7709388982E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I532078,1579,3.420131659E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I543340,906,6.192039825E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I546654,1748,2.0683973087E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I550992,1664,1.6514502379E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I554191,1065,1.3801255542E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I557841,647,5.718093577E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I557990,1004,1.2813487761E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I558774,642,9.450690269E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I299786,1284,8.832572051E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I320019,1596,1.296653563E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I321414,333,3.25073162E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I322672,1135,1.5202356146E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I324837,1300,0.0,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I359448,758,2.182847062E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I369127,95,1.349672136E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I377944,1856,2.2739592469E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I378080,1314,1.1353863135E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I380426,73,918279.53,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I385339,744,6.067220411E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I388758,920,7.785305396E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I391649,1488,2.060088335E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I400480,1791,1.452248236E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I422366,266,1.229448026E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I449438,542,4.498264409E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I450177,1636,1.4987510178E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I457053,464,1.092904137E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I459177,653,2.231232152E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I470597,673,8.90836309E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I471555,1527,1.351504995E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I477629,1984,0.0,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I479738,1054,1.1258489341E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I479970,1853,8.460504085E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I488102,453,2.709198878E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I493228,780,9.035706819E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I493514,1032,4.001843333E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I513848,913,1.075963579E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I542204,1734,2.230380024E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I556518,1755,1.1140487755E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I558702,893,3.891620708E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I558836,1774,9.662107844E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I560528,853,2.920245712E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I567874,269,1.29836648E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I294728,1222,3.503198991E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I301830,829,7.24813972E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I321838,487,6.794559966E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I322747,1961,1.3223352302E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I328407,1964,1.7675571089E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I331921,472,2.782579822E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I366782,403,4.448194922E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I374989,1251,9.102941005E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I375683,1747,1.2330368251E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I379734,1072,6.963977345E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I297524,185,6413861.34,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I298362,595,4.197177323E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I310075,523,3.219021673E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I320059,1938,2.4108177819E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I338169,602,1710175.01,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I343499,425,4812408.78,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I344625,1717,5.048783241E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I366212,1858,2984098.42,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I370169,1606,1.3537231159E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I371432,228,2.073829522E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I373347,370,6764700.91,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I380475,1583,1.0300314406E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I380694,1705,2.2667316856E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I382406,1752,1.7510978072E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I394651,1548,2.239302096E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I397082,951,1.1330608377E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I397369,1337,1.9810949378E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I399172,640,6.20362207E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I399180,1428,1.4699979507E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I408997,1953,1.0467720892E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I413355,945,1.3227389459E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I421831,1735,1.131081447E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I439879,393,4.063946881E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I441350,486,2.896846909E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I442249,1499,1.125222674E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I449292,1033,6.842454012E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I453141,163,1.137714899E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I455863,677,4.324261252E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I461442,1254,1.688717825E8,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I462319,226,7537571.59,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I467872,1093,3.808526423E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I474755,133,1.674242561E7,,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I478455,1045,4.095791314E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I484213,1720,9.636101379E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I484712,756,4.237414778E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I486482,231,9723871.27,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I486898,434,3.593731409E7,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
I490273,1384,1.1828236291E8,2030-01-01,company_sales,invalid_sale_date,2025-11-18T16:00:09.692315
