seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S105,I630380,Lg 7kg Washing Machine,Home Appliances,43990.21,1829.0,8.045809409E7
S106,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S106,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S106,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S106,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S106,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S106,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S106,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S106,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S106,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S106,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S107,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S107,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S107,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S107,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S107,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S107,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S107,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S107,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S107,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S107,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S108,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S108,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S108,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S108,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S108,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S108,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S108,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S108,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S108,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S108,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S109,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S109,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S109,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S109,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S109,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S109,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S109,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S109,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S109,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S109,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S110,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S110,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S110,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S110,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S110,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S110,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S110,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S110,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S110,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S110,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S111,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S111,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S111,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S111,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S111,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S111,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S111,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S111,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S111,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S111,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S112,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S112,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S112,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S112,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S112,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S112,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S112,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S112,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S112,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S112,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S113,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S113,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S113,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S113,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S113,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S113,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S113,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S113,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S113,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S113,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S114,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S114,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S114,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S114,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S114,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S114,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S114,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S114,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S114,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S114,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S115,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S115,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S115,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S115,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S115,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S115,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S115,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S115,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S115,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S115,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S116,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S116,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S116,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S116,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S116,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S116,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S116,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S116,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S116,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S116,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S117,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S117,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S117,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S117,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S117,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S117,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S117,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S117,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S117,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S117,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S118,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S118,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S118,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S118,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S118,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S118,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S118,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S118,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S118,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S118,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S119,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S119,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S119,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S119,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S119,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S119,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S119,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S119,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S119,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S119,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S120,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S120,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S120,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S120,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S120,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S120,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S120,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S120,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S120,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S120,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S121,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S121,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S121,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S121,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S121,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S121,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S121,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S121,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S121,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S121,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S122,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S122,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S122,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S122,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S122,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S122,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S122,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S122,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S122,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S122,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S123,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S123,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S123,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S123,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S123,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S123,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S123,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S123,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S123,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S123,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S124,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S124,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S124,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S124,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S124,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S124,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S124,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S124,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S124,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S124,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S125,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S125,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S125,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S125,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S125,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S125,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S125,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S125,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S125,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S125,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S126,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S126,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S126,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S126,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S126,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S126,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S126,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S126,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S126,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S126,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S127,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S127,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S127,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S127,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S127,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S127,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S127,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S127,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S127,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S127,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S128,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S128,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S128,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S128,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S128,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S128,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S128,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S128,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S128,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S128,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S129,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S129,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S129,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S129,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S129,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S129,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S129,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S129,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S129,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S129,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S130,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S130,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S130,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S130,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S130,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S130,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S130,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
S130,I409562,Samsung 55” Smart Tv,Home Appliances,78358.12,2804.0,2.1971616848E8
S130,I708193,Sony Wh-1000xm5 Headphones,Electronics,71235.33,3000.0,2.1370599E8
S130,I248489,Adidas Ultraboost 23,Footwear,48949.47,2902.0,1.4205136194E8
S131,I673284,Boat Smartwatch,Electronics,136382.02,3000.0,4.0914605999999994E8
S131,I75769,U.s. Polo T-shirt,Apparel,132465.67,3000.0,3.9739701000000006E8
S131,I948448,Skechers Gowalk,Footwear,125716.52,3000.0,3.7714956E8
S131,I251606,Allen Solly Formal Pants,Apparel,125649.24,3000.0,3.7694772E8
S131,I472801,Boat Smartwatch,Electronics,107372.44,3000.0,3.2211732E8
S131,I856414,Philips Air Fryer,Home Appliances,88314.86,3000.0,2.6494458E8
S131,I777227,Bajaj Mixer Grinder,Home Appliances,115255.98,2234.0,2.5748185932E8
S131,I389717,Levis Denim Jacket,Apparel,109347.16,2213.0,2.4198526508E8
