seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dataset_name,dq_failure_reason,quarantine_timestamp
,I449485,2161,2.9689853998E8,142532.67,2025-09-20,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I478166,0,5.948511917E7,62747.26,2025-09-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I482360,1812,1.6179362672E8,27353.89,2025-10-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I487830,2132,3.1441589802E8,26312.01,2025-10-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I498103,1039,1.410534264E7,108445.82,2025-10-02,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I504276,674,5.257923008E7,45615.02,2025-10-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I507097,715,3.850683705E7,5237.87,2025-10-13,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I516528,1532,3.535270017E7,28667.58,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I545223,1903,4.983814002E7,77549.33,2025-09-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I300538,1397,3910332.84,120625.54,2025-09-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I304681,381,3.999452951E7,8783.7,2025-10-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I310532,2154,2.9478553606E8,140049.43,2025-10-04,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I320090,874,8.201096282E7,22598.92,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I322286,2342,2.3916049518E8,100898.24,2025-09-21,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I325401,1241,2.247821936E7,40055.51,2025-09-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I328272,1314,6.295711021E7,118064.91,2025-09-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I333535,1847,4.764114346E7,46909.41,2025-09-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I336280,2264,6.822764983E7,80989.69,2025-09-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I356399,2439,1.3081602267E8,48371.3,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I357403,1872,2.48084359E7,138258.21,2025-09-29,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I387874,452,3.763110834E7,47185.8,2025-10-28,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I392253,2555,1.7479393562E8,117520.95,2025-10-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I400339,2981,1.6697569424E8,42884.74,2025-10-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I406767,1711,2.4182364718E8,93636.85,2025-10-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I414666,748,5.165274971E7,34184.16,2025-09-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I423090,1022,9.174914982E7,141783.18,2025-10-22,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I425562,2737,3.6140595109E8,98176.7,2025-10-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I428435,2068,4.148963334E7,105615.88,2025-09-04,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I461181,1485,1.5816741471E8,100066.36,2025-10-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I472549,0,9.59385938E7,99862.06,2025-10-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I497017,752,7.595186798E7,149606.23,2025-10-01,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I546749,2331,2.8734638239E8,144131.92,2025-10-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I287554,1610,0.0,95491.21,,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I297184,2546,3.7310902039E8,95744.75,2025-10-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I312787,708,1.617480797E7,62644.92,2025-10-22,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I320509,2661,7.367427875E7,121628.89,2025-09-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I325745,589,1.784136559E7,97895.73,2025-10-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I339524,1338,6.534224324E7,64421.95,2025-10-13,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I342392,862,1.363013675E7,72712.16,2025-09-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I366704,360,3.201351836E7,104800.58,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I391037,394,4.669373622E7,69744.62,2025-10-28,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I410517,544,7.544245728E7,3706.46,2025-09-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I416371,964,1.139218534E8,68748.19,2025-10-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I444024,2665,2.9492624968E8,70851.68,2025-09-01,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I446673,384,4.149062648E7,128958.05,2025-10-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I454719,1470,1.5481021488E8,82015.31,2025-10-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I462892,2118,1.9062264592E8,35340.82,2025-09-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I476621,288,1.63490942E7,45952.28,2025-10-23,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I489011,2586,3.0232205961E8,143891.87,2025-09-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I490061,2412,2.8535347314E8,144878.93,2025-09-27,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I490771,2032,9.148359584E7,27513.07,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I493701,1201,9.150258801E7,83344.75,2025-10-27,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I510377,2066,1.7517454835E8,100086.97,2025-10-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I513186,520,1.360005313E7,75244.0,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I514266,0,1.2945122717E8,37567.39,2025-09-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I519260,1144,4.639353047E7,25180.64,2025-10-29,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I540743,346,422691.38,32886.18,2025-10-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I542582,2167,3.1632756795E8,113385.24,2025-09-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I285413,568,3.856103757E7,48526.1,2025-10-19,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I296575,581,0.0,111685.64,2025-09-29,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I298796,3000,5.582964585E7,8775.17,2025-10-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I327426,1645,2.4653422028E8,45137.39,2025-10-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I335125,1708,1.3321334809E8,58936.65,2025-10-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I339138,1294,8.185875818E7,146450.24,2025-09-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I348559,1799,2.6315274542E8,142030.27,2025-10-08,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I357573,379,4.049892822E7,136983.39,2025-10-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I364870,2924,1.86589316E7,145662.7,2025-10-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I366068,2865,2.212444103E8,59154.39,2025-10-01,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I370226,2122,2412455.9,69360.76,2025-10-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I377117,812,3.509383719E7,6276.01,2025-09-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I382307,2919,3.6312874328E8,67289.42,2025-10-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I386354,220,1.017001174E7,115283.6,2025-10-27,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I396204,2937,1.5781852464E8,144577.5,2025-09-02,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I405729,2180,1.6414860975E8,114421.07,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I441215,813,6.82544733E7,17087.2,2025-10-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I442196,2094,2.2297931105E8,43715.81,2025-09-22,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I454060,2332,2.1778695903E8,92076.57,2025-09-23,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I455661,1501,8.549545992E7,110506.52,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I459177,2119,1.7852478051E8,32939.97,2025-09-21,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I470309,1475,1.2112835839E8,101483.14,2025-09-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I484228,446,1.663436908E7,58075.83,2025-09-21,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I495936,2969,4.1547066399E8,30285.57,2025-09-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I501918,273,6167919.74,142212.19,2025-10-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I506316,412,5.775182336E7,49075.78,2025-09-29,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I311880,2457,3.0728169216E8,138597.1,2025-09-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I312664,373,5.327055392E7,66101.72,2025-09-10,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I328283,1672,1.3049471769E8,53607.41,2025-10-02,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I334206,220,2219711.36,120710.65,2025-10-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I334843,858,4.711290224E7,73233.18,2025-10-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I347774,2764,1.7981537913E8,10348.42,2025-10-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I382318,1391,5.554426829E7,71269.39,2025-10-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I382406,1138,1.0776851816E8,27729.0,2025-10-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I396582,2694,1.3926703446E8,75236.25,2025-10-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I397088,2018,1.134665135E8,120250.17,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I423336,387,5.720299845E7,-28459.62,2025-10-24,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I425366,1048,9.967874921E7,139446.31,2025-09-21,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I446233,2516,2.691043214E7,14879.09,2025-10-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I446334,136,1.209644162E7,77922.72,2025-09-10,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I449419,2909,1.4550950557E8,60371.71,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I463762,1472,9.413128901E7,148726.58,2025-09-20,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I473975,2008,1.5156024867E8,132556.75,2025-09-04,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I484213,2284,1.2305598382E8,17675.45,2025-10-31,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I521868,1190,2.551769957E7,113617.16,2025-10-12,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I522274,2181,2.2494704055E8,42438.97,2025-09-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I523820,2273,2820195.95,120976.98,2025-10-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I524041,2647,2.9805770138E8,38061.52,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I540045,997,4.199293231E7,15423.3,,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I546144,896,3521800.25,65059.6,2025-09-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I303891,187,5025899.77,85536.71,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I308372,1841,5.120986347E7,78932.52,2025-10-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I313946,1626,4.44719985E7,26121.99,2025-10-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I317205,179,1.798154723E7,4631.88,2025-10-22,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I317475,1634,1.7453809097E8,71835.88,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I324110,1011,1.0028376883E8,88235.6,2025-09-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I325566,2240,1.6505599267E8,148536.27,2025-10-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I326003,2889,2.0044683791E8,102576.96,2025-09-04,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I341953,2259,1.3386188904E8,4482.42,2025-10-11,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I350563,1451,1.5230206534E8,29137.67,2025-10-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I356102,815,5.96356793E7,25412.86,2025-10-10,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I357312,0,7.93570353E7,10129.91,2025-10-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I358061,1772,1.2573389243E8,91596.49,2025-09-19,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I360452,1179,1.0577877919E8,132506.79,2025-10-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I368066,2172,3.139330314E8,7711.04,2025-09-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I372959,2411,2.5293059822E8,80876.71,2025-09-21,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I408710,1141,4.18351764E7,124461.63,2025-09-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I409424,2598,6.256684787E7,39528.17,2025-09-29,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I417212,1627,1.3349336448E8,79540.64,2025-10-20,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I445198,165,0.0,116578.95,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I446975,1503,2991849.87,38733.88,2025-09-08,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I454100,2291,8.053932312E7,75255.83,2025-10-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I454366,2242,1.798184258E8,36214.68,2025-10-29,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I456403,2522,3.0330317793E8,116115.17,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I464423,2749,2.666983868E8,101995.74,2025-09-11,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I468956,2312,2.2277780143E8,74475.36,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I470099,443,1.553860086E7,4414.08,2025-10-11,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I470110,2851,1.8205719447E8,75685.96,2025-09-21,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I471163,2292,1.5088535783E8,129922.64,2025-10-30,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I471788,1634,1.1470213491E8,51573.17,2025-09-11,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I479283,1231,5.038497276E7,59466.67,2025-09-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I500211,2657,1.5379975069E8,91032.63,2025-10-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I501421,2189,4.582986557E7,77853.56,2025-09-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I503807,412,0.0,116886.1,2025-10-28,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I510905,1248,1.8652792782E8,107133.92,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I525415,356,3.271233455E7,66665.63,2025-10-02,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I530713,2183,2.4450020721E8,10645.44,2025-10-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I536354,2955,3.054311083E8,141489.06,2025-10-01,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I287822,581,1.221848822E7,108818.3,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I301004,244,3.336970773E7,93463.87,2025-10-31,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I327395,0,3.732960471E7,74468.84,2025-10-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I332380,2398,2.6220400549E8,135430.37,2025-09-20,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I341159,569,7.318418455E7,94478.85,2025-09-27,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I371090,2000,2.499987887E7,91627.85,2025-09-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I403610,910,7.985317607E7,102591.14,2025-09-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I410582,2539,1.3474086387E8,79008.31,2025-09-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I416553,162,9590957.48,119149.51,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I421347,2611,3.4342892394E8,26171.65,2025-10-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I426005,300,1.871964332E7,60983.89,2025-09-18,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I432423,2150,2.0633624477E8,114022.74,2025-09-10,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I448358,375,1.758941084E7,8430.93,2025-09-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I457435,2821,0.0,10457.14,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I493697,2324,2.46088423E8,100483.82,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I494492,1270,1.7986702077E8,108962.07,2025-09-01,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I495398,2380,2.8329622065E8,113865.2,2025-10-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I501170,1063,1.3205260942E8,38885.02,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I512757,1841,1.9528823505E8,115034.49,2025-10-10,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I515496,2237,4.15858432E7,128545.2,2025-09-15,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I519471,2376,2.9470148604E8,23569.36,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I532815,1881,2.290758314E7,45942.78,2025-10-23,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I535370,2132,1.9992259467E8,43305.99,2025-10-02,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I536873,238,1.075015945E7,113784.14,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I541130,456,4163513.78,82457.99,2025-10-11,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I549247,2265,1.7888019852E8,129085.22,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I292639,573,7.494807577E7,54708.81,2025-09-19,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I312553,1957,2.8327765556E8,78760.97,2025-10-17,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I317146,396,2.514897896E7,60573.67,2025-09-26,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I319176,2361,4.851358049E7,30910.59,2025-09-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I323162,466,2.716588259E7,100639.49,2025-10-31,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I330530,999,4.310375561E7,12444.6,2025-10-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I333870,2937,3.7211097844E8,9939.88,2025-09-14,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I349425,151,9878635.73,58244.94,2025-10-23,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I362389,614,2.153191347E7,83030.19,2025-10-09,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I383114,863,4.722364022E7,144197.24,2025-09-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I384335,1911,1.6165056902E8,46495.05,2025-09-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I391130,1971,3585216.93,83057.45,2025-10-07,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I397365,2783,8.714223114E7,107251.54,2025-09-25,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I397495,1526,6.046212515E7,141556.77,2025-09-06,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I421106,1656,4.19229106E7,-37897.71,2025-10-05,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I422753,2822,2.5743692562E8,59604.17,2025-10-13,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I444251,1447,2.1234302174E8,64629.43,2025-09-16,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I445561,2153,2.4943500416E8,19828.52,2025-10-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I461824,1234,5433699.8,15465.54,2025-10-01,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
,I477487,1776,5723452.0,52288.44,2025-09-03,competitor_sales,missing_seller_id,2025-11-17T08:06:22.065872
